Officiality,Name,Size,Type,Alignment,AC,HP,Normal,Flying,Swim,Burrow,Climb,STR,DEX,CON,INT,WIS,CHA,Saving Throws,Skills,WRI,Senses,Languages,CR,XP,Unknown,All Environments,Arctic,Coastal,Desert,Forest,Grassland,Hills,Jungle,Mountain,Swamp,Underdark,Underwater,Urban,Additional,Source,Author
,Mongrelfolk,Medium,Humanoid,ANY,11,26,20 ft.,,,,,12,9,15,9,10,6,-,"Deception, Perception, Stealth",-,-,Common,0.25,50,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Mimicry,Mordenkainen's Tome of Foes,Wizards of the Coast
,Monodrone,Medium,Construct,LN,15,5,30 ft.,fly 30 ft.,,,,1,13,12,4,10,5,-,-,-,Truesight 120,Modron,0.125,25,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Axiomatic Mind, Disintegration",Mordenkainen's Tome of Foes,Wizards of the Coast
,Morkoth,Medium,Aberration,CE,17,130,25 ft.,,swim 50 ft.,,,14,14,14,20,15,13,"DEX, INT, WIS","Arcana, History, Perception, Stealth",Nonmagicalres,"Blindsight 30, Darkvision 120",Telepathy 120,11,7200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Amphibious, Normal Spellcasting",Mordenkainen's Tome of Foes,Wizards of the Coast
,Mouth of Grolantor,Huge,Giant,CE,14,105,50 ft.,,,,,21,10,18,5,7,5,-,Perception,Frightenedimmu,-,Giant,6,2300,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Mouth of Madness,Monster Manual,Wizards of the Coast
,Mud Mephit,Small,Elemental,NE,11,27,20 ft.,fly 20 ft.,swim 20 ft.,,,8,12,12,9,11,7,-,Stealth,"Poisonimmu, poisonedimmu",Darkivision 60,"Aquan, Terran",0.25,50,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Death Burst, False Appearance",Monster Manual,Wizards of the Coast
,Mule,Medium,Beast,U,10,11,40 ft.,,,,,14,10,13,2,10,5,-,-,-,-,-,0.125,25,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Beast of Burden, Sure-Footed",Mordenkainen's Tome of Foes,Wizards of the Coast
,Mummy,Medium,Undead,LE,11,58,20 ft.,,,,,16,8,15,6,10,12,WIS,-,"Fireweak, nonmagicalres, necroticimmu, poisonimmu, charmedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, poisonedimmu",Darkvision 60,Any,3,700,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,Mordenkainen's Tome of Foes,Wizards of the Coast
,Mummy Lord,Medium,Undead,LE,17,97,20 ft.,,,,,18,10,17,11,18,16,"CON, INT, WIS, CHA","History, Religion","Fireweak, necroticimmu, poisonimmu, nonmagicalimmu, charmedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, poisonedimmu",Darkvision 60,Any,15,13000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Magic Resistance, Rejuvenation, Normal Spellcasting, Legendary, Lair",Mordenkainen's Tome of Foes,Wizards of the Coast
,Myconid Adult,Medium,Plant,LN,12,22,20 ft.,,,,,10,10,12,10,13,7,-,-,-,Darkvision 120,-,0.5,100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Distress Spores, Sun Sickness",Mordenkainen's Tome of Foes,Wizards of the Coast
,Myconid Sovereign,Large,Plant,LN,13,60,30 ft.,,,,,12,10,14,13,15,10,-,-,-,Darkvision 120,-,2,450,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Distress Spores, Sun Sickness",Mordenkainen's Tome of Foes,Wizards of the Coast
,Myconid Sprout,Small,Plant,LN,10,7,10 ft.,,,,,8,10,10,8,11,5,-,-,-,Darkvision 120,-,0,10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Distress Spores, Sun Sickness",Mordenkainen's Tome of Foes,Wizards of the Coast
,Nabassu,Medium,Fiend,CE,18,190,40 ft.,fly 60 ft.,,,,22,14,21,14,15,17,"STR, DEX",Perception,"Coldres, fireres, lightningres, nonmagicalres, poisonimmu, poisonedimmu",Darkvision 60,"Abyssal, telepathy 120",15,13000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Demonic Shadows, Devour Soul, Magic Resistance, Magic Weapons",Monster Manual,Wizards of the Coast
,Naergoth Bladelord,Medium,Undead,NE,18,135,30 ft.,,,,,20,12,16,12,14,16,"DEX, WIS","Perception, Stealth","Necroticres, nonmagicalres, poisonimmu, exhaustionimmu, poisonedimmu",Darkvision 60,"Common, Draconic",11,7200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Sunlight Sensitivity,Mordenkainen's Tome of Foes,Wizards of the Coast
,Nagpa,Medium,Humanoid,NE,19,187,30 ft.,,,,,9,15,12,23,18,21,"INT, WIS, CHA","Arcana, Deception, History, Insight, Perception",-,Truesight 120,"Common, Any",17,18000,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Corruption, Paralysis, Normal Spellcasting",Mordenkainen's Tome of Foes,Wizards of the Coast
,Nalfeshnee,Large,Fiend,LE,18,184,20 ft.,fly 30 ft.,,,,21,10,22,19,12,15,"CON, INT, WIS, CHA",-,"Coldres, fireres, lightningres, nonmagicalres, poisonimmu, poisonedimmu",Truesight 120,"Abyssal, telepathy 120",13,10000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Magic Resistance,Monster Manual,Wizards of the Coast
,Narzugon,Medium,Fiend,LE,20,112,30 ft.,,,,,20,10,17,16,14,19,"DEX, CON, CHA",Perception,"Acidres, coldres, nonmagicalres, nonsilveredres, fireimmu, poisonimmu, charmedimmu, frightenedimmu, poisonedimmu",Darkvision 120,"Common, Infernal, telepathy 120",13,10000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Diabolical Sense, Infernal Tack, Magic Resistance",Monster Manual,Wizards of the Coast
,Necromancer,Medium,Humanoid,ANY,12,66,30 ft.,,,,,9,14,12,17,12,11,"INT, WIS","Arcana, History",Necroticres,-,Any,9,5000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Normal Spellcasting, Grim Harvest",Princes of the Apocalypse,Wizards of the Coast
,Needle Blight,Medium,Plant,NE,12,11,30 ft.,,,,,12,12,13,4,8,3,-,-,"Blindedimmu, deafenedimmu",Blindsight 60,Common,0.25,50,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,Monster Manual,Wizards of the Coast
,Neogi,Small,Aberration,LE,15,33,30 ft.,,,,climb 30 ft.,6,16,14,13,12,15,-,"Intimidation, Perception",-,Darkvision 60,"Common, Deep SPeech, Undercommon",3,700,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Mental Fortitude, Spider Climb",Mordenkainen's Tome of Foes,Wizards of the Coast
,Neogi Hatchling,Tiny,Aberration,LE,11,7,20 ft.,,,,climb 20 ft.,3,13,10,6,10,9,-,-,-,Darkvision 60,-,0.125,25,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Mental Fortitude, Spider Climb",Mordenkainen's Tome of Foes,Wizards of the Coast
,Neogi Master,Medium,Aberration,LE,15,71,30 ft.,,,,climb 30 ft.,6,16,14,16,12,18,WIS,"Arcana, Deception, Intimidation, Perception, Persuasion",-,Darkvision 120,"Common, Deep Speech, Undercommon",4,1100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Mental Fortitude, Normal Spellcasting, Spider Climb",Mordenkainen's Tome of Foes,Wizards of the Coast
,Neothelid,Gargantuan,Aberration,CE,16,325,30 ft.,,,,,27,7,21,3,16,12,"INT, WIS, CHA",-,-,Blindsight 120,-,13,10000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Creature Sense, Innate Spellcasting (Psionics), Magic Resistance",Mordenkainen's Tome of Foes,Wizards of the Coast
,Nereid,Medium,Fey,ANY CHAOTIC,13,44,30 ft.,,swim 60 ft.,,,10,17,12,13,14,16,-,"Acrobatics, Nature, Stealth, Survival",-,Darkvision 60,"Aquan, Common, Elvish, Sylvan",2,450,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Amphibious, Aquatic Invisibility, Mantle Dependent, Shape Water, Speak with Animals",Mordenkainen's Tome of Foes,Wizards of the Coast
,Night Hag,Medium,Fiend,NE,17,112,30 ft.,,,,,18,15,16,16,14,16,-,"Deception, Insight, Perception, Stealth","Coldres, fireres, nonmagicalres, nonsilveredres, charmedimmu",Darkvision 120,"Abyssal, Common, Infernal, Primordial",5,1800,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Innate Spellcasting, Magic Resistance",Monster Manual,Wizards of the Coast
,Nightmare,Large,Fiend,NE,13,68,60 ft.,fly 90 ft.,,,,18,15,16,10,13,15,-,-,Fireimmu,-,"Abyssal, Common, Infernal",3,700,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Confer Fire Resistance, Illumination",Mordenkainen's Tome of Foes,Wizards of the Coast
,Nightwalker,Huge,Undead,CE,14,297,40 ft.,fly 40 ft.,,,,22,19,24,6,9,8,CON,-,"Acidres, coldres, fireres, lightningres, thunderres, nonmagicalres, necroticimmu, poisonimmu, charmedimmu, exhaustionimmu, grappledimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu, restrainedimmu",Darkvision 120,-,20,25000,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Annihilating Aura, Life Eater",Mordenkainen's Tome of Foes,Wizards of the Coast
,Nilbog,Small,Humanoid,CE,13,7,30 ft.,,,,,8,14,10,10,8,15,-,Stealth,-,Darkvision 60,"Common, Goblin",1,200,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Innate Spellcasting, Nilbogism, Nimble Escape",Mordenkainen's Tome of Foes,Wizards of the Coast
,Noble,Medium,Humanoid,ANY,15,9,30 ft.,,,,,11,12,11,12,14,16,-,"Deception, Insight, Persuasion",-,-,Any,0.125,25,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,Princes of the Apocalypse,Wizards of the Coast
,Nothic,Medium,Aberration,NE,15,45,30 ft.,,,,,14,16,16,13,10,8,-,"Arcana, Insight, Perception, Stealth",-,Truesight 120,Undercommon,2,450,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Keen Sight,Mordenkainen's Tome of Foes,Wizards of the Coast
,Nupperibo,Medium,Fiend,LE,13,11,20 ft.,,,,,16,11,13,3,8,1,-,Perception,"Acidres, coldres, nonmagicalres, nonsilveredres, fireimmu, poisonimmu, blindedimmu, charmedimmu, frightenedimmu, poisonedimmu",Blindsight 10,Infernal,0.5,100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Cloud of Vermin, Hunger-Driven",Monster Manual,Wizards of the Coast
,Nycaloth,Large,Fiend,NE,18,123,40 ft.,fly 60 ft.,,,,20,11,19,12,10,15,-,"Intimidation, Perception, Stealth","Coldres, fireres, lightningres, nonmagicalres, acidimmu, poisonimmu, poisonedimmu","Blindsight 60, Darkvision 60","Abyssal, Infernal, telepathy 60",9,5000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Innate Spellcasting, Magic Resistance, Magic Weapons",Volo's Guide to Monsters,Wizards of the Coast
,Oaken Bolter,Medium,Construct,U,16,58,30 ft.,,,,,12,18,15,3,10,1,-,-,"Poisonimmu, nonmagicalimmu, nonadamantineimmu, charmedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, poisonedimmu",Darkvision 60,Creator,5,1800,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Magic Resistance,Monster Manual,Wizards of the Coast
,Oblex Spawn,Tiny,Ooze,LE,13,18,20 ft.,,,,,8,16,15,14,11,10,"INT, CHA",-,"Blindedimmu, charmedimmu, deafenedimmu, exhaustionimmu, proneimmu",Blindsight 60,-,0.25,50,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Amorphous, Aversion to Fire",Princes of the Apocalypse,Wizards of the Coast
,Ochre Jelly,Large,Ooze,U,8,45,10 ft.,,,,climb 10 ft.,15,6,14,2,6,1,-,-,"Acidres, lightningimmu, slashingimmu, blindedimmu, charmedimmu, deafenedimmu, exhaustionimmu, frightenedimmu, proneimmu",Blindsight 60,-,2,450,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Amorphous, Spider Climb",Storm King's Thunder,Wizards of the Coast
,Octopus,Small,Beast,U,12,3," 5 ft.",,swim 30 ft.,,,4,15,11,3,10,4,-,"Perception, Stealth",-,Darkvision 30,-,0,10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Hold Breath, Underwater Camouflage, Water Breathing",Mordenkainen's Tome of Foes,Wizards of the Coast
,Ogre,Large,Giant,CE,11,59,40 ft.,,,,,19,8,16,5,7,7,-,-,-,Darkvision 60,"Common, Giant",2,450,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-,Princes of the Apocalypse,Wizards of the Coast
,Ogre Battering Ram,Large,Giant,CE,14,59,40 ft.,,,,,19,8,16,5,7,7,-,-,-,Darkvision 60,"Common, Giant",4,1100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Siege Monster,Rise of Tiamat,Wizards of the Coast
,Ogre Bolt Launcher,Large,Giant,CE,13,59,40 ft.,,,,,19,12,16,5,7,7,-,-,-,Darkvision 60,"Common, Giant",2,450,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,Rise of Tiamat,Wizards of the Coast
,Ogre Chain Brute,Large,Giant,CE,11,59,40 ft.,,,,,19,8,16,5,7,7,-,-,-,Darkvision 60,"Common, Giant",3,700,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,Rise of Tiamat,Wizards of the Coast
,Ogre Howdah,Large,Giant,CE,13,59,40 ft.,,,,,19,8,16,5,7,7,-,-,-,Darkvision 60,"Common, Giant",2,450,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Howdah,Rise of Tiamat,Wizards of the Coast
,Ogre Zombie,Large,Undead,NE,8,93,30 ft.,,,,,19,6,18,3,6,5,WIS,-,"Poisonimmu, poisonedimmu",Darkvision 60,"Common, Giant",2,450,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Undead Fortitude,Volo's Guide to Monsters,Wizards of the Coast
,Ogremoch,Gargantuan,Elemental,NE,20,526,50 ft.,,,burrow 50 ft.,,26,11,28,11,15,22,"STR, CON, WIS",-,"Nonmagicalres, poisonimmu, charmedimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu","Blindsight 120, Tremorsense 120","Common, Terran",20,25000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Empowered Attacks, Innate Spellcasting, Legendary Resistance, Magic Resistance, Siege Monster, Lair",Tales from the Yawning Portal,Wizards of the Coast
,Oinoloth,Medium,Fiend,NE,17,126,40 ft.,,,,,19,17,18,17,16,19,"CON, WIS","Deception, Intimidation, Perception","Coldres, fireres, lightningres, nonmagicalres, acidimmu, poisonimmu, poisonedimmu","Blindsight 60, Darkvision 60","Abyssal, Infernal, telepathy 60",12,8400,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Bringer of Plagues, Innate Spellcasting, Magic Resistance, Magic Weapons",Volo's Guide to Monsters,Wizards of the Coast
,Olhydra,Huge,Elemental,NE,18,324,50 ft.,,swim 100 ft.,,,21,22,24,17,18,23,"STR, CON, WIS",-,"Lightningres, nonmagicalres, acidimmu, coldimmu, poisonimmu, charmedimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu, restrainedimmu",Blindsight 120,Aquan,18,20000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Empowered Attacks, Innate Spellcasting, Legendary Resistance, Water Form, Lair",Tales from the Yawning Portal,Wizards of the Coast
,One-Eyed Shiver,Medium,Humanoid,CE,12,49,30 ft.,,,,,10,14,12,13,13,17,-,"Arcana, Perception, Intimidation",Coldimmu,-,Common,3,700,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Chilling Mist,Monster Manual,Wizards of the Coast
,Oni,Large,Giant,LE,16,110,30 ft.,fly 30 ft.,,,,19,11,16,14,12,15,"DEX, CON, WIS, CHA","Arcana, Deception, Perception",-,Darkvision 60,"Common, Giant",7,2900,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Innate Spellcasting, Magic Weapons, Regeneration",Storm King's Thunder,Wizards of the Coast
,Ooze Master,Huge,Undead,LE,9,138,30 ft.,,,,climb 30 ft.,16,1,20,17,10,16,"INT, WIS","Arcana, Insight","Lightningres, necroticres, nonmagicalres, acidimmu, coldimmu, poisonimmu, blindedimmu, charmedimmu, deafenedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, poisonedimmu, proneimmu",Blindsight 120,"Common, Primordial, Thayan",10,5900,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Corrosive Form, Instinctive Attack, Normal Spellcasting, Spider Climb",Storm King's Thunder,Wizards of the Coast
,Orc,Medium,Humanoid,CE,13,15,30 ft.,,,,,16,12,16,7,11,10,-,Intimidation,-,Darkvision 60,"Common, Orc",0.5,100,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Aggressive,Storm King's Thunder,Wizards of the Coast
,Orc Blade of Ilneval,Medium,Humanoid,CE,18,60,30 ft.,,,,,17,11,17,10,12,14,WIS,"Perception, Insight, Intimidation",-,Darkvision 60,"Common, Orc",4,1100,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Aggressive, Foe Smiter of Ilneval",Tales from the Yawning Portal,Wizards of the Coast
,Orc Claw of Luthic,Medium,Humanoid,CE,14,45,30 ft.,,,,,14,15,16,10,15,11,-,"Intimidation, Medicine, Survival",-,Darkvision 60,"COmmon, Orc",2,450,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aggressive, Normal Spellcasting",Tales from the Yawning Portal,Wizards of the Coast
,Orc Eye of Gruumsh,Medium,Humanoid,CE,16,45,30 ft.,,,,,16,12,16,9,13,12,-,"Intimidation, Religion",-,Darkvision 60,"Common, Orc",2,450,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Aggressive, Gruumsh's Fury, Normal Spellcasting",Tales from the Yawning Portal,Wizards of the Coast
,Orc Hand of Yurtrus,Medium,Humanoid,CE,12,30,30 ft.,,,,,12,11,16,11,14,9,-,"Arcana, Intimidation, Medicine, Religion",-,Darkvision 60,"Common, Orc",2,450,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Aggressive, Normal Spellcasting",Tales from the Yawning Portal,Wizards of the Coast
,Orc Nurtured One of Yurtrus,Medium,Humanoid,CE,9,30,30 ft.,,,,,15,8,16,7,11,7,-,-,-,Darkvision 60,"Common, Orc",0.5,100,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Aggressive, Corrupted Carrier, Nurtured One of Yurtrus",Tales from the Yawning Portal,Wizards of the Coast
,Orc Red Fang of Shargaas,Medium,Humanoid,CE,15,52,30 ft.,,,,,11,16,15,9,11,9,-,"Intimidation, Perception, Stealth",-,Darkvision 60,"Common, Orc",3,700,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Cunning Action, Hand of Shargaas, Shargaas' Sight, Slayer",Tales from the Yawning Portal,Wizards of the Coast
,Orc War Chief,Medium,Humanoid,CE,16,93,30 ft.,,,,,18,12,18,11,11,16,"STR, CON, WIS",Intimidation,-,Darkvision 60,"Common, Orc",4,1100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aggressive, Gruumsh's Fury",Tales from the Yawning Portal,Wizards of the Coast
,Orcus,Huge,Fiend,CE,20,405,40 ft.,fly 40 ft.,,,,27,14,25,20,20,25,"DEX, CON, WIS","Arcana, Perception","Coldres, fireres, lightningres, necroticimmu, poisonimmu, nonmagicalimmu, charmedimmu, exhaustionimmu, frightenedimmu, poisonedimmu",Truesight 120,"All, telepathy 120",26,90000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Wand of Orcus, Innate Spellcasting, Legendary, Lair, Magic Resistance, Magic Weapons, Master of Undeath",Monster Manual,Wizards of the Coast
,Orog,Medium,Humanoid,CE,18,42,30 ft.,,,,,18,12,18,12,11,12,-,"Intimidation, Survival",-,Darkvision 60,"Common, Orc",2,450,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Aggressive,Tales from the Yawning Portal,Wizards of the Coast
,Orthon,Large,Fiend,LE,17,105,30 ft.,,,,climb 30 ft.,22,16,21,15,15,16,"DEX, CON, WIS","Perception, Stealth, Survival","COldres, nonmagicalres, nonsilveredres, fireimmu, poisonimmu, charmedimmu, exhaustionimmu, poisonedimmu","Darkvision 120, Truesight 30","Common, INfernal, telepathy 120",10,5900,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Invisibility Field, Magic Resistance",Monster Manual,Wizards of the Coast
,Otyugh,Large,Aberration,N,14,114,30 ft.,,,,,16,11,19,6,13,6,CON,-,-,Darkvision 120,Own,5,1800,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Limited Telepathy,Tales from the Yawning Portal,Wizards of the Coast
,Owl,Tiny,Beast,U,11,1," 5 ft.",fly 60 ft.,,,,3,13,8,2,12,7,-,"Perception, Stealth",-,Darkvision 120,-,0,10,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"FLyby, Keen Hearing, Keen Sight",Mordenkainen's Tome of Foes,Wizards of the Coast
,Owlbear,Large,Monstrosity,U,13,59,40 ft.,,,,,20,12,17,3,12,7,-,Perception,-,Darkvision 60,-,3,700,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Keen Sight, Keen Smell",Tales from the Yawning Portal,Wizards of the Coast
,Panther,Medium,Beast,U,12,13,50 ft.,,,,climb 40 ft.,14,15,10,3,14,7,-,"Perception, Stealth",-,-,-,0.25,50,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Keen Smell, Pounce",Mordenkainen's Tome of Foes,Wizards of the Coast
,Pegasus,Large,Celestial,CG,12,59,60 ft.,fly 90 ft.,,,,18,15,16,10,15,13,"DEX, WIS, CHA",Perception,-,-,"Celestial, Common, Elvish, Sylvan",2,450,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-,Tales from the Yawning Portal,Wizards of the Coast
,Pentadrone,Large,Construct,LN,16,32,40 ft.,,,,,15,14,12,10,10,13,-,Perception,-,Truesight 120,Modron,2,450,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Axiomatic Mind, Disintegration",Mordenkainen's Tome of Foes,Wizards of the Coast
